Gene	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
YALI0_A15686g	4952.CAG84034	0	1806	COG0457@1|root,KOG2002@2759|Eukaryota,38B9I@33154|Opisthokonta,3NX05@4751|Fungi,3QNG0@4890|Ascomycota,3RTKI@4891|Saccharomycetes	4891|Saccharomycetes	P	to Saccharomyces cerevisiae CTR9 (YOL145C)	CTR9	GO:0000082,GO:0000083,GO:0000278,GO:0000414,GO:0000416,GO:0000428,GO:0000785,GO:0000988,GO:0000989,GO:0000993,GO:0001015,GO:0001076,GO:0001098,GO:0001099,GO:0001932,GO:0001934,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0006139,GO:0006282,GO:0006351,GO:0006353,GO:0006354,GO:0006355,GO:0006356,GO:0006357,GO:0006360,GO:0006362,GO:0006366,GO:0006368,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0007049,GO:0008023,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009302,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010562,GO:0010604,GO:0010628,GO:0010638,GO:0016070,GO:0016071,GO:0016074,GO:0016591,GO:0016593,GO:0018130,GO:0019219,GO:0019220,GO:0019222,GO:0019438,GO:0019899,GO:0022402,GO:0030880,GO:0031056,GO:0031058,GO:0031060,GO:0031062,GO:0031123,GO:0031124,GO:0031126,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031396,GO:0031399,GO:0031401,GO:0031935,GO:0031938,GO:0031974,GO:0031981,GO:0032268,GO:0032270,GO:0032774,GO:0032784,GO:0032786,GO:0032991,GO:0033043,GO:0033044,GO:0033182,GO:0034470,GO:0034641,GO:0034645,GO:0034654,GO:0034660,GO:0035327,GO:0042325,GO:0042327,GO:0043144,GO:0043170,GO:0043175,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043254,GO:0043628,GO:0044087,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0044770,GO:0044772,GO:0044843,GO:0044877,GO:0045142,GO:0045309,GO:0045893,GO:0045935,GO:0045937,GO:0045943,GO:0046483,GO:0048518,GO:0048522,GO:0048583,GO:0050789,GO:0050794,GO:0050815,GO:0051052,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051174,GO:0051219,GO:0051246,GO:0051247,GO:0051252,GO:0051254,GO:0051569,GO:0055029,GO:0060255,GO:0060260,GO:0060968,GO:0061695,GO:0065007,GO:0070013,GO:0070063,GO:0071704,GO:0080090,GO:0080134,GO:0080135,GO:0090262,GO:0090304,GO:0097159,GO:0097659,GO:0098781,GO:0099122,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901407,GO:1901409,GO:1901576,GO:1902275,GO:1902494,GO:1902680,GO:1903047,GO:1903320,GO:1903506,GO:1903508,GO:1905269,GO:1990234,GO:1990269,GO:2000112,GO:2000142,GO:2000819,GO:2001020,GO:2001141,GO:2001163,GO:2001165,GO:2001166,GO:2001173,GO:2001207,GO:2001209,GO:2001252,GO:2001253,GO:2001255	-	ko:K15176	-	-	-	-	ko00000,ko03021	-	-	-	TPR_1,TPR_12,TPR_16,TPR_19,TPR_6,TPR_8
YALI0_A15708g	4952.CAG84035	4.75E-281	779	28HTG@1|root,2QQ4K@2759|Eukaryota,38HV0@33154|Opisthokonta,3NWYQ@4751|Fungi,3QRN2@4890|Ascomycota,3RSTX@4891|Saccharomycetes	4891|Saccharomycetes	A	to Saccharomyces cerevisiae NOP8 (YOL144W)	NOP8	GO:0000463,GO:0000470,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0022613,GO:0031974,GO:0031981,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0042273,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0070013,GO:0071704,GO:0071840,GO:0090304,GO:1901360	-	ko:K14836	-	-	-	-	ko00000,ko03009	-	-	-	RRM_1
YALI0_A15774g	4952.CAG84037	0	888	28MG2@1|root,2QTZH@2759|Eukaryota,38FN4@33154|Opisthokonta,3NUNV@4751|Fungi,3QMKE@4890|Ascomycota,3RRUE@4891|Saccharomycetes	4891|Saccharomycetes	S	Saccharomyces cerevisiae YJR124c	-	GO:0000322,GO:0000323,GO:0000324,GO:0000329,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0016020,GO:0016021,GO:0031090,GO:0031224,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0098588,GO:0098805,GO:0098852	-	-	-	-	-	-	-	-	-	-	MFS_1,MFS_2
YALI0_A15884g	4952.CAG84039	1.48E-152	430	KOG4657@1|root,KOG4657@2759|Eukaryota,38CNV@33154|Opisthokonta,3NX18@4751|Fungi,3QZQF@4890|Ascomycota,3RV2G@4891|Saccharomycetes	4891|Saccharomycetes	S	Acts as a component of the essential kinetochore- associated NDC80 complex, which is required for chromosome segregation and spindle checkpoint activity	SPC25	GO:0000226,GO:0000228,GO:0000775,GO:0000776,GO:0000777,GO:0000778,GO:0000779,GO:0000780,GO:0000793,GO:0000794,GO:0003674,GO:0005198,GO:0005200,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0006996,GO:0007010,GO:0007017,GO:0007020,GO:0007059,GO:0008150,GO:0009987,GO:0016043,GO:0022607,GO:0031109,GO:0031262,GO:0031974,GO:0031981,GO:0032991,GO:0034622,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043933,GO:0044085,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0046785,GO:0051258,GO:0065003,GO:0070013,GO:0071840,GO:0097435,GO:0098687	-	ko:K11558	-	-	-	-	ko00000,ko03036	-	-	-	Spindle_Spc25
YALI0_A15906g	4952.CAG84040	2.13E-229	630	COG0656@1|root,KOG1577@2759|Eukaryota,38HH0@33154|Opisthokonta,3NU9F@4751|Fungi,3QJT4@4890|Ascomycota,3RTEE@4891|Saccharomycetes	4891|Saccharomycetes	S	to Saccharomyces cerevisiae YPR1 (YDR368W) and GCY1 (YOR120W)	-	-	1.1.1.156	ko:K18097	ko00561,ko01100,map00561,map01100	-	R01039	RC00029	ko00000,ko00001,ko01000	-	-	-	Aldo_ket_red
YALI0_A15950g	4952.CAG84041	0	1617	COG0139@1|root,COG0141@1|root,KOG2697@2759|Eukaryota,KOG4311@2759|Eukaryota,38HWK@33154|Opisthokonta,3NURS@4751|Fungi,3QMHP@4890|Ascomycota,3RT0Q@4891|Saccharomycetes	4891|Saccharomycetes	E	Histidine biosynthesis trifunctional protein	HIS4	GO:0000105,GO:0003674,GO:0003824,GO:0004399,GO:0004635,GO:0004636,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006547,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009987,GO:0016053,GO:0016462,GO:0016491,GO:0016614,GO:0016616,GO:0016787,GO:0016810,GO:0016814,GO:0016817,GO:0016818,GO:0018130,GO:0019238,GO:0019438,GO:0019752,GO:0030145,GO:0034641,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0046872,GO:0046914,GO:0052803,GO:0055114,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.1.1.23,3.5.4.19,3.6.1.31	ko:K14152	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R01158,R01163,R03012,R04035,R04037	RC00002,RC00099,RC00242,RC00463,RC01055	ko00000,ko00001,ko00002,ko01000	-	-	-	Histidinol_dh,PRA-CH,PRA-PH
YALI0_A15972g	4952.CAG84042	4.94E-245	672	COG0158@1|root,KOG1458@2759|Eukaryota,38D1X@33154|Opisthokonta,3NUA1@4751|Fungi,3QJK1@4890|Ascomycota,3RR2H@4891|Saccharomycetes	4891|Saccharomycetes	G	Belongs to the FBPase class 1 family	FBP1	GO:0000166,GO:0001558,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005984,GO:0005985,GO:0005986,GO:0005996,GO:0006000,GO:0006002,GO:0006006,GO:0006094,GO:0006109,GO:0006110,GO:0006111,GO:0006140,GO:0006793,GO:0006796,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009311,GO:0009312,GO:0009889,GO:0009890,GO:0009892,GO:0009894,GO:0009895,GO:0009966,GO:0009968,GO:0009987,GO:0010035,GO:0010038,GO:0010563,GO:0010646,GO:0010648,GO:0010675,GO:0010677,GO:0010906,GO:0016043,GO:0016051,GO:0016208,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0017076,GO:0019203,GO:0019219,GO:0019220,GO:0019222,GO:0019318,GO:0019319,GO:0019637,GO:0022607,GO:0023051,GO:0023057,GO:0030246,GO:0030308,GO:0030388,GO:0030554,GO:0030808,GO:0030809,GO:0030811,GO:0030812,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031329,GO:0031330,GO:0032026,GO:0032553,GO:0032555,GO:0032559,GO:0034637,GO:0035690,GO:0036094,GO:0040008,GO:0042132,GO:0042221,GO:0042325,GO:0042326,GO:0042493,GO:0042578,GO:0042597,GO:0043167,GO:0043168,GO:0043169,GO:0043255,GO:0043467,GO:0043470,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044262,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045820,GO:0045912,GO:0045926,GO:0045934,GO:0045936,GO:0045980,GO:0046351,GO:0046364,GO:0046578,GO:0046580,GO:0046872,GO:0048029,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050308,GO:0050789,GO:0050794,GO:0050896,GO:0051056,GO:0051058,GO:0051128,GO:0051171,GO:0051172,GO:0051174,GO:0051193,GO:0051195,GO:0051196,GO:0051198,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051716,GO:0062012,GO:0062014,GO:0065003,GO:0065007,GO:0070887,GO:0071241,GO:0071248,GO:0071286,GO:0071704,GO:0071840,GO:0072593,GO:0080090,GO:0097159,GO:0097367,GO:1900371,GO:1900372,GO:1900542,GO:1900543,GO:1901135,GO:1901265,GO:1901363,GO:1901576,GO:1902531,GO:1902532,GO:1903578,GO:1903579,GO:2001169,GO:2001170	3.1.3.11	ko:K03841	ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko04152,ko04910,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map04152,map04910	M00003,M00165,M00167,M00344	R00762,R04780	RC00017	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	iMM904.YLR377C,iND750.YLR377C	FBPase,Zn_clus
YALI0_A16038g	4952.CAG80833	3.49E-134	403	COG1474@1|root,KOG1514@2759|Eukaryota,39C03@33154|Opisthokonta,3NU0T@4751|Fungi,3QM19@4890|Ascomycota,3RRDM@4891|Saccharomycetes	4891|Saccharomycetes	L	to Saccharomyces cerevisiae SIR3 (YLR442C) and ORC1 (YML065W)	ORC1	GO:0000166,GO:0000228,GO:0000808,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0003688,GO:0003690,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005656,GO:0005664,GO:0005694,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006267,GO:0006270,GO:0006325,GO:0006342,GO:0006355,GO:0006725,GO:0006807,GO:0006996,GO:0007049,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016043,GO:0016458,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019219,GO:0019222,GO:0022402,GO:0022607,GO:0030466,GO:0030554,GO:0031261,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0032993,GO:0033260,GO:0034622,GO:0034641,GO:0034645,GO:0035639,GO:0036094,GO:0036387,GO:0036388,GO:0040029,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043565,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0044786,GO:0045814,GO:0045892,GO:0045934,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051276,GO:0060255,GO:0065003,GO:0065004,GO:0065007,GO:0070013,GO:0071704,GO:0071824,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363,GO:1901576,GO:1902299,GO:1902679,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2001141	-	ko:K02603	ko04110,ko04111,ko04113,map04110,map04111,map04113	M00284	-	-	ko00000,ko00001,ko00002,ko03032,ko03036	-	-	-	AAA,BAH
YALI0_A16060g	4952.CAG84045	0	952	28M5K@1|root,2QTNE@2759|Eukaryota,39U8Y@33154|Opisthokonta,3NYMF@4751|Fungi,3QJVA@4890|Ascomycota,3RRQP@4891|Saccharomycetes	4891|Saccharomycetes	U	to Saccharomyces cerevisiae MCH1 (YDL054C)	MCH1	GO:0000322,GO:0000323,GO:0000324,GO:0000329,GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0006810,GO:0008150,GO:0016020,GO:0016021,GO:0031090,GO:0031224,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0051179,GO:0051234,GO:0098588,GO:0098805,GO:0098852	-	-	-	-	-	-	-	-	-	-	MFS_1
YALI0_A16214g	4952.CAG84051	5.29E-157	452	KOG4157@1|root,KOG4157@2759|Eukaryota,39T36@33154|Opisthokonta,3NX60@4751|Fungi,3QS38@4890|Ascomycota,3RSCD@4891|Saccharomycetes	4891|Saccharomycetes	GO	to Saccharomyces cerevisiae WSC2 (YNL283C) and WSC3 (YOL105C)	WSC2	GO:0000322,GO:0000323,GO:0000324,GO:0003674,GO:0004888,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005933,GO:0005937,GO:0006914,GO:0006950,GO:0007154,GO:0007165,GO:0007264,GO:0007265,GO:0007266,GO:0008150,GO:0008152,GO:0009056,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0016043,GO:0023052,GO:0030242,GO:0030427,GO:0031505,GO:0035556,GO:0038023,GO:0042995,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043332,GO:0044237,GO:0044248,GO:0044424,GO:0044444,GO:0044463,GO:0044464,GO:0045229,GO:0050789,GO:0050794,GO:0050896,GO:0051286,GO:0051716,GO:0060089,GO:0061919,GO:0065007,GO:0071554,GO:0071555,GO:0071840,GO:0071852,GO:0120025,GO:0120038	-	ko:K11244	ko04011,ko04139,map04011,map04139	-	-	-	ko00000,ko00001	-	-	-	WSC
YALI0_A16291g	4952.CAG84056	0	1486	KOG1032@1|root,KOG1032@2759|Eukaryota,38D80@33154|Opisthokonta,3NX2X@4751|Fungi,3QMR0@4890|Ascomycota,3RS1F@4891|Saccharomycetes	4891|Saccharomycetes	S	to Saccharomyces cerevisiae YSP2 (YDR326C) and YHR080C	-	-	-	-	-	-	-	-	-	-	-	-	DUF4782,GRAM
YALI0_A16379g	4952.CAG84058	3.39E-253	694	COG1064@1|root,KOG0023@2759|Eukaryota,390GY@33154|Opisthokonta,3NW0B@4751|Fungi,3QJH7@4890|Ascomycota,3RR34@4891|Saccharomycetes	4891|Saccharomycetes	Q	alcohol dehydrogenase	-	GO:0000947,GO:0000955,GO:0003674,GO:0003824,GO:0004022,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006066,GO:0006067,GO:0006082,GO:0006091,GO:0006113,GO:0006116,GO:0006139,GO:0006520,GO:0006725,GO:0006732,GO:0006733,GO:0006734,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009063,GO:0009117,GO:0009987,GO:0015980,GO:0016054,GO:0016491,GO:0016614,GO:0016616,GO:0016999,GO:0017144,GO:0019362,GO:0019637,GO:0019674,GO:0019752,GO:0031974,GO:0034308,GO:0034641,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044283,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046165,GO:0046395,GO:0046483,GO:0046496,GO:0051186,GO:0055086,GO:0055114,GO:0070013,GO:0071704,GO:0072524,GO:1901360,GO:1901564,GO:1901565,GO:1901575,GO:1901576,GO:1901615,GO:1901617	1.1.1.1	ko:K13953	ko00010,ko00071,ko00350,ko00625,ko00626,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00625,map00626,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01220	-	R00623,R00754,R02124,R04880,R05233,R05234,R06917,R06927,R07105,R08281,R08306,R08310	RC00050,RC00087,RC00088,RC00099,RC00116,RC00649,RC01734,RC02273	ko00000,ko00001,ko01000	-	-	iMM904.YMR083W,iND750.YMR083W	ADH_N,ADH_zinc_N
YALI0_A16445g	4952.CAG84061	0	1423	COG3733@1|root,KOG1186@2759|Eukaryota,38EP0@33154|Opisthokonta,3NTVH@4751|Fungi,3QMPW@4890|Ascomycota,3RT0T@4891|Saccharomycetes	4891|Saccharomycetes	Q	amine oxidase	AMO2	-	1.4.3.21	ko:K00276	ko00260,ko00350,ko00360,ko00410,ko00950,ko00960,ko01100,ko01110,map00260,map00350,map00360,map00410,map00950,map00960,map01100,map01110	-	R02382,R02529,R02613,R03139,R04027,R04300,R06154,R06740	RC00062,RC00189,RC00676,RC01052	ko00000,ko00001,ko01000	-	-	-	Cu_amine_oxid,Cu_amine_oxidN2,Cu_amine_oxidN3
YALI0_A16467g	4952.CAG84062	1.56E-67	204	2CTGI@1|root,2S4BW@2759|Eukaryota,3A6AF@33154|Opisthokonta,3P5K8@4751|Fungi,3QXW5@4890|Ascomycota,3RV0V@4891|Saccharomycetes	4891|Saccharomycetes	S	CHCH-CHCH-like Cx9C, IMS import disulfide relay-system,	-	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0005740,GO:0005758,GO:0006091,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0031967,GO:0031970,GO:0031974,GO:0031975,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045333,GO:0055114,GO:0070013	-	-	-	-	-	-	-	-	-	-	CX9C
YALI0_A16566g	4952.CAG84067	6.42E-56	174	KOG3485@1|root,KOG3485@2759|Eukaryota,3A3HW@33154|Opisthokonta,3P5BZ@4751|Fungi,3QXCS@4890|Ascomycota,3RXCQ@4891|Saccharomycetes	4891|Saccharomycetes	A	Splicing factor 3B subunit 10 (SF3b10)	-	-	-	ko:K12832	ko03040,map03040	M00352	-	-	ko00000,ko00001,ko00002,ko03041	-	-	-	SF3b10
YALI0_A16610g	4952.CAG84069	0	1267	KOG3770@1|root,KOG3770@2759|Eukaryota,38DAR@33154|Opisthokonta,3NWV9@4751|Fungi,3QQTC@4890|Ascomycota,3RR3I@4891|Saccharomycetes	4891|Saccharomycetes	I	sphingomyelin phosphodiesterase	-	-	3.1.4.12	ko:K01117	ko00600,ko01100,map00600,map01100	-	R02541	RC00017,RC00425	ko00000,ko00001,ko01000	-	-	-	Metallophos
YALI0_A16698g	4952.CAG84070	7.54E-264	723	COG0182@1|root,KOG1468@2759|Eukaryota,38EG5@33154|Opisthokonta,3NVZ3@4751|Fungi,3QKIW@4890|Ascomycota,3RSP7@4891|Saccharomycetes	4891|Saccharomycetes	E	Belongs to the eIF-2B alpha beta delta subunits family. MtnA subfamily	MRI1	GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006082,GO:0006520,GO:0006555,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009086,GO:0009987,GO:0016053,GO:0016853,GO:0016860,GO:0016861,GO:0017144,GO:0019509,GO:0019752,GO:0043094,GO:0043102,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046523,GO:0071265,GO:0071267,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	5.3.1.23	ko:K08963	ko00270,ko01100,map00270,map01100	M00034	R04420	RC01151	ko00000,ko00001,ko00002,ko01000	-	-	-	IF-2B
YALI0_A16797g	4952.CAG84075	0	1179	COG5391@1|root,KOG2273@2759|Eukaryota,38B4R@33154|Opisthokonta,3NUKF@4751|Fungi,3QKC3@4890|Ascomycota,3RSD2@4891|Saccharomycetes	4891|Saccharomycetes	U	to Saccharomyces cerevisiae YKR078W and VPS5 (YOR069W)	VPS5	GO:0003674,GO:0005488,GO:0005543,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005829,GO:0006810,GO:0006897,GO:0006996,GO:0008104,GO:0008150,GO:0008289,GO:0009987,GO:0012505,GO:0016020,GO:0016043,GO:0016050,GO:0016192,GO:0016197,GO:0016482,GO:0019898,GO:0030904,GO:0030905,GO:0031410,GO:0031982,GO:0032266,GO:0032507,GO:0032991,GO:0033036,GO:0033365,GO:0034067,GO:0034613,GO:0035091,GO:0042147,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0044424,GO:0044425,GO:0044444,GO:0044464,GO:0045053,GO:0045185,GO:0046907,GO:0051179,GO:0051234,GO:0051235,GO:0051641,GO:0051649,GO:0051651,GO:0065007,GO:0065008,GO:0070727,GO:0071840,GO:0097708,GO:0098657,GO:0098796,GO:1901981	-	ko:K17917	ko04144,map04144	-	-	-	ko00000,ko00001,ko04131	-	-	-	PX,Vps5
YALI0_A16819g	4952.CAG84076	0	901	KOG1339@1|root,KOG1339@2759|Eukaryota,38H0T@33154|Opisthokonta,3NXPH@4751|Fungi,3QPMT@4890|Ascomycota,3RW9M@4891|Saccharomycetes	4891|Saccharomycetes	O	Belongs to the peptidase A1 family	-	-	3.4.23.24	ko:K06005	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Asp
YALI0_A16841g	4952.CAG84077	1.64E-204	580	KOG1721@1|root,KOG1721@2759|Eukaryota,3931M@33154|Opisthokonta,3NW8N@4751|Fungi,3QPS4@4890|Ascomycota,3RS1W@4891|Saccharomycetes	4891|Saccharomycetes	K	to Saccharomyces cerevisiae AZF1 (YOR113W)	-	-	-	-	-	-	-	-	-	-	-	-	zf-C2H2
YALI0_A16863g	4952.CAG84078	8.43E-206	570	KOG0764@1|root,KOG0764@2759|Eukaryota,38GH3@33154|Opisthokonta,3NY0J@4751|Fungi,3QMKI@4890|Ascomycota,3RRU0@4891|Saccharomycetes	4891|Saccharomycetes	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	FLX1	GO:0003674,GO:0005215,GO:0005310,GO:0005342,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006810,GO:0006811,GO:0006820,GO:0006835,GO:0006839,GO:0006855,GO:0006862,GO:0008150,GO:0008509,GO:0008514,GO:0008517,GO:0015075,GO:0015215,GO:0015230,GO:0015238,GO:0015318,GO:0015605,GO:0015711,GO:0015748,GO:0015849,GO:0015883,GO:0015884,GO:0015893,GO:0015931,GO:0015932,GO:0016020,GO:0016021,GO:0019866,GO:0022857,GO:0031090,GO:0031224,GO:0031966,GO:0031967,GO:0031975,GO:0034220,GO:0035350,GO:0035461,GO:0042221,GO:0042493,GO:0042886,GO:0042887,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051180,GO:0051181,GO:0051182,GO:0051184,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0072337,GO:0072349,GO:0090482,GO:0098656,GO:1901679,GO:1903825,GO:1905039	-	ko:K15115	-	-	-	-	ko00000,ko02000	2.A.29.10.1,2.A.29.10.2,2.A.29.10.3,2.A.29.10.5	-	-	Mito_carr
YALI0_A17127g	4952.CAG84082	0	3046	KOG0985@1|root,KOG0985@2759|Eukaryota,38CNM@33154|Opisthokonta,3NWB5@4751|Fungi,3QKI6@4890|Ascomycota,3RSGE@4891|Saccharomycetes	4891|Saccharomycetes	U	Clathrin is the major protein of the polyhedral coat of coated pits and vesicles	CHC1	GO:0003674,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006810,GO:0006892,GO:0006895,GO:0006897,GO:0008150,GO:0012506,GO:0016020,GO:0016192,GO:0016482,GO:0030117,GO:0030118,GO:0030120,GO:0030125,GO:0030135,GO:0030136,GO:0030659,GO:0030662,GO:0030665,GO:0031090,GO:0031410,GO:0031982,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0046907,GO:0048193,GO:0048475,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0097708,GO:0098588,GO:0098657,GO:0098796,GO:0098805	-	ko:K04646	ko04142,ko04144,ko04721,ko04961,ko05016,ko05100,map04142,map04144,map04721,map04961,map05016,map05100	-	-	-	ko00000,ko00001,ko04131,ko04147	-	-	-	Clathrin,Clathrin-link,Clathrin_H_link,Clathrin_propel
