,gene AID,gene name,subject AID,subject name,gene product AID,subject product AID,gene product name,subject product name,COV
3792,NP_014955.1,YOR310C,XP_500366.1,YALI0_B00946g,NP_014955.1,XP_500366.1,RNA-processing protein NOP58,YALI0B00946p,0.8532289628180039
3793,NP_014956.3,YOR311C,XP_505604.1,YALI0_F19052g,NP_014956.3,XP_505604.1,diacylglycerol kinase,YALI0F19052p,0.9310344827586208
3794,NP_014957.2,YOR312C,XP_505817.1,YALI0_F24123g,NP_014957.2,XP_505817.1,ribosomal 60S subunit protein L20B,60S ribosomal protein L20,1.0
3795,NP_014958.3,YOR313C,XP_505819.1,YALI0_F24167g,NP_014958.3,XP_505819.1,Sps4p,YALI0F24167p,0.7810650887573964
3796,NP_014961.3,YOR316C,XP_504807.1,YALI0_F00176g,NP_014961.3,XP_504807.1,metal cation transporter COT1,YALI0F00176p,0.3029612756264236
3797,NP_014962.3,YOR317W,XP_502959.1,YALI0_D17864g,NP_014962.3,XP_502959.1,long-chain fatty acid-CoA ligase FAA1,YALI0D17864p,1.0
3798,NP_014964.1,YOR319W,XP_503979.1,YALI0_E15356g,NP_014964.1,XP_503979.1,U2 snRNP complex subunit HSH49,YALI0E15356p,0.943661971830986
3799,NP_014965.3,YOR320C,XP_505174.1,YALI0_F08723g,NP_014965.3,XP_505174.1,glucose N-acetyltransferase,YALI0F08723p,0.3014256619144603
3800,NP_014966.1,YOR321W,XP_502178.1,YALI0_C23364g,NP_014966.1,XP_502178.1,dolichyl-phosphate-mannose-protein mannosyltransferase PMT3,YALI0C23364p,0.9867197875166004
3801,NP_014968.1,YOR323C,XP_504591.1,YALI0_E30481g,NP_014968.1,XP_504591.1,glutamate-5-semialdehyde dehydrogenase,YALI0E30481p,0.9846491228070176
3802,NP_014971.1,YOR326W,XP_503362.1,YALI0_E00176g,NP_014971.1,XP_503362.1,myosin 2,YALI0E00176p,1.0108005082592122
3803,NP_014972.3,YOR327C,XP_503378.1,YALI0_E00594g,NP_014972.3,XP_503378.1,SNAP receptor SNC2,YALI0E00594p,1.0
3804,NP_014973.1,YOR328W,XP_503953.2,YALI0_E14729g,NP_014973.1,XP_503953.2,ATP-binding cassette multidrug transporter PDR10,YALI0E14729p,0.4149616368286445
3805,NP_014975.2,YOR330C,XP_505619.1,YALI0_F19404g,NP_014975.2,XP_505619.1,DNA-directed DNA polymerase gamma MIP1,YALI0F19404p,0.8484848484848485
3806,NP_014977.3,YOR332W,XP_505462.2,YALI0_F15631g,NP_014977.3,XP_505462.2,H(+)-transporting V1 sector ATPase subunit E,YALI0F15631p,0.9742489270386266
3807,NP_014979.1,YOR334W,XP_505070.1,YALI0_F06248g,NP_014979.1,XP_505070.1,Mrs2p,YALI0F06248p,0.725531914893617
3808,NP_014980.3,YOR335C,XP_500483.1,YALI0_B04180g,NP_014980.3,XP_500483.1,alanine--tRNA ligase,YALI0B04180p,0.9926931106471816
3809,NP_014981.1,YOR336W,XP_501771.1,YALI0_C12661g,NP_014981.1,XP_501771.1,Kre5p,YALI0C12661p,0.9824175824175824
3810,NP_014982.3,YOR337W,XP_500584.1,YALI0_B06853g,NP_014982.3,XP_500584.1,Tea1p,YALI0B06853p,0.3306982872200263
3811,NP_014983.1,YOR338W,XP_502727.1,YALI0_D12078g,NP_014983.1,XP_502727.1,uncharacterized protein YOR338W,YALI0D12078p,0.3278236914600551
3812,NP_014984.3,YOR339C,XP_505047.1,YALI0_F05764g,NP_014984.3,XP_505047.1,putative E2 ubiquitin-protein ligase UBC11,YALI0F05764p,0.967948717948718
3813,NP_014985.1,YOR340C,XP_505067.1,YALI0_F06182g,NP_014985.1,XP_505067.1,DNA-directed RNA polymerase I subunit RPA43,YALI0F06182p,0.8343558282208589
3814,NP_014986.3,YOR341W,XP_505388.1,YALI0_F13783g,NP_014986.3,XP_505388.1,DNA-directed RNA polymerase I core subunit RPA190,YALI0F13783p,1.0108173076923077
3815,NP_014991.1,YOR346W,XP_505193.1,YALI0_F09141g,NP_014991.1,XP_505193.1,deoxycytidyl transferase,YALI0F09141p,0.4406091370558375
3816,NP_014992.3,YOR347C,XP_505195.2,YALI0_F09185g,NP_014992.3,XP_505195.2,pyruvate kinase PYK2,YALI0F09185p,0.9940711462450592
3817,NP_014993.1,YOR348C,XP_500683.1,YALI0_B09537g,NP_014993.1,XP_500683.1,proline permease PUT4,YALI0B09537p,0.8261562998405104
3818,NP_014996.3,YOR351C,XP_504474.1,YALI0_E27632g,NP_014996.3,XP_504474.1,serine/threonine protein kinase MEK1,YALI0E27632p,0.5734406438631791
3819,NP_015001.1,YOR356W,XP_501844.1,YALI0_C14806g,NP_015001.1,XP_501844.1,putative electron-transferring-flavoprotein dehydrogenase,YALI0C14806p,1.0332805071315372
3820,NP_015002.3,YOR357C,XP_505033.1,YALI0_F05456g,NP_015002.3,XP_505033.1,Snx3p,YALI0F05456p,0.845679012345679
3821,NP_015003.1,YOR358W,XP_500456.1,YALI0_B03322g,NP_015003.1,XP_500456.1,Hap5p,YALI0B03322p,0.6033057851239669
3822,NP_015005.1,YOR360C,XP_499860.1,YALI0_A08041g,NP_015005.1,XP_499860.1,"3\\',5\\'-cyclic-nucleotide phosphodiesterase PDE2",YALI0A08041p,0.6768060836501901
3823,NP_015006.3,YOR361C,XP_505484.1,YALI0_F16115g,NP_015006.3,XP_505484.1,translation initiation factor eIF3 core subunit b,YALI0F16115p,0.9318479685452162
3824,NP_015007.1,YOR362C,XP_505120.1,YALI0_F07469g,NP_015007.1,XP_505120.1,proteasome core particle subunit alpha 7,YALI0F07469p,0.8854166666666666
3825,NP_015010.1,YOR365C,XP_501358.1,YALI0_C02409g,NP_015010.1,XP_501358.1,putative flavin adenine dinucleotide transporter,YALI0C02409p,0.9103840682788052
3826,NP_015012.3,YOR367W,XP_504676.1,YALI0_E32241g,NP_015012.3,XP_504676.1,Scp1p,YALI0E32241p,0.965
3827,NP_015013.1,YOR368W,XP_505068.1,YALI0_F06204g,NP_015013.1,XP_505068.1,Rad17p,YALI0F06204p,0.4314214463840399
3828,NP_015014.3,YOR369C,XP_505066.1,YALI0_F06160g,NP_015014.3,XP_505066.1,ribosomal 40S subunit protein S12,40S ribosomal protein S12,0.8531468531468531
3829,NP_015015.1,YOR370C,XP_505064.1,YALI0_F06116g,NP_015015.1,XP_505064.1,GTPase-activating protein MRS6,YALI0F06116p,0.8805970149253731
3830,NP_015019.1,YOR374W,XP_501383.1,YALI0_C03025g,NP_015019.1,XP_501383.1,aldehyde dehydrogenase (NADP(+)) ALD4,YALI0C03025p,0.9402697495183044
3831,NP_015020.3,YOR375C,XP_505553.1,YALI0_F17820g,NP_015020.3,XP_505553.1,glutamate dehydrogenase (NADP(+)) GDH1,YALI0F17820p,1.0110132158590308
3832,NP_015023.1,YOR378W,XP_504459.1,YALI0_E27247g,NP_015023.1,XP_504459.1,Amf1p,YALI0E27247p,0.3262135922330097
3833,NP_015025.3,YOR380W,XP_505501.1,YALI0_F16599g,NP_015025.3,XP_505501.1,Rdr1p,YALI0F16599p,0.575091575091575
3834,NP_015026.1,YOR381W,XP_500828.1,YALI0_B13134g,NP_015026.1,XP_500828.1,ferric-chelate reductase,YALI0B13134p,0.8466947960618847
3835,NP_015029.1,YOR384W,XP_504799.1,YALI0_E35112g,NP_015029.1,XP_504799.1,putative ferric-chelate reductase,YALI0E35112p,0.9927953890489912
3836,NP_015033.1,YOR388C,XP_506003.1,YALI0_F28765g,NP_015033.1,XP_506003.1,formate dehydrogenase (NAD+),YALI0F28765p,0.9893617021276596
3837,NP_015034.3,YOR389W,XP_500319.1,YALI0_A21131g,NP_015034.3,XP_500319.1,uncharacterized protein YOR389W,YALI0A21131p,0.971153846153846
3838,NP_015035.1,YOR390W,XP_500293.1,YALI0_A20570g,NP_015035.1,XP_500293.1,fluoride transporter,YALI0A20570p,0.9653333333333334
3839,NP_015036.3,YOR391C,XP_504830.1,YALI0_F00682g,NP_015036.3,XP_504830.1,glutathione-independent methylglyoxalase family protein,YALI0F00682p,0.9746835443037974
3840,NP_015038.1,YOR393W,XP_505509.1,YALI0_F16819g,NP_015038.1,XP_505509.1,phosphopyruvate hydratase ERR1,YALI0F16819p,0.9931350114416476
3841,NP_015042.1,YPL281C,XP_505509.1,YALI0_F16819g,NP_015042.1,XP_505509.1,phosphopyruvate hydratase ERR2,YALI0F16819p,0.9931350114416476
3842,NP_015043.1,YPL280W,XP_504830.1,YALI0_F00682g,NP_015043.1,XP_504830.1,glutathione-independent methylglyoxalase family protein,YALI0F00682p,0.9746835443037974
3843,NP_015044.1,YPL279C,XP_500293.1,YALI0_A20570g,NP_015044.1,XP_500293.1,fluoride transporter,YALI0A20570p,0.9653333333333334
3844,NP_015046.1,YPL277C,XP_500319.1,YALI0_A21131g,NP_015046.1,XP_500319.1,uncharacterized protein YPL277C,YALI0A21131p,0.7864476386036962
3845,NP_015049.1,YPL274W,XP_505640.1,YALI0_F19866g,NP_015049.1,XP_505640.1,bifunctional polyamine/amino acid permease SAM3,YALI0F19866p,1.010221465076661
3846,NP_015050.1,YPL273W,XP_505876.1,YALI0_F25641g,NP_015050.1,XP_505876.1,S-adenosylmethionine-homocysteine S-methyltransferase SAM4,YALI0F25641p,1.0861538461538462
3847,NP_015053.2,YPL270W,XP_503391.1,YALI0_E00880g,NP_015053.2,XP_503391.1,ATP-binding cassette permease MDL2,YALI0E00880p,0.9172056921086676
3848,NP_015055.1,YPL268W,XP_501429.1,YALI0_C04180g,NP_015055.1,XP_501429.1,phosphatidylinositol phospholipase C,YALI0C04180p,0.905638665132336
3849,NP_015057.1,YPL266W,XP_503386.1,YALI0_E00770g,NP_015057.1,XP_503386.1,putative dimethyladenosine transferase,YALI0E00770p,1.0
3850,NP_015058.1,YPL265W,XP_501286.1,YALI0_C00451g,NP_015058.1,XP_501286.1,Dip5p,YALI0C00451p,0.9424342105263158
3851,NP_015059.1,YPL264C,XP_504977.1,YALI0_F04081g,NP_015059.1,XP_504977.1,uncharacterized protein YPL264C,YALI0F04081p,1.0056657223796035
3852,NP_015060.1,YPL263C,XP_499980.1,YALI0_A11407g,NP_015060.1,XP_499980.1,Kel3p,YALI0A11407p,0.9247311827956988
3853,NP_015061.1,YPL262W,XP_501530.1,YALI0_C06776g,NP_015061.1,XP_501530.1,fumarase FUM1,YALI0C06776p,0.9426229508196722
3854,NP_015063.1,YPL260W,XP_500036.1,YALI0_A13321g,NP_015063.1,XP_500036.1,Cub1p,YALI0A13321p,0.9745916515426496
3855,NP_015064.1,YPL259C,XP_500769.1,YALI0_B11682g,NP_015064.1,XP_500769.1,Apm1p,YALI0B11682p,1.0063157894736845
3856,NP_015065.1,YPL258C,XP_503531.1,YALI0_E04224g,NP_015065.1,XP_503531.1,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,YALI0E04224p,0.9891107078039928
3857,NP_015067.1,YPL256C,XP_501811.1,YALI0_C13926g,NP_015067.1,XP_501811.1,cyclin CLN2,YALI0C13926p,0.3027522935779816
3858,NP_015069.1,YPL254W,XP_501816.1,YALI0_C14058g,NP_015069.1,XP_501816.1,Hfi1p,YALI0C14058p,0.5409836065573771
3859,NP_015071.1,YPL252C,XP_500417.1,YALI0_B02222g,NP_015071.1,XP_500417.1,adrenodoxin,YALI0B02222p,0.872093023255814
3860,NP_015074.1,YPL249C-A,XP_002143088.1,YALI0_E30602g,NP_015074.1,XP_002143088.1,ribosomal 60S subunit protein L36B,60S ribosomal protein L36,0.98
3861,NP_015075.1,YPL249C,XP_505563.1,YALI0_F18106g,NP_015075.1,XP_505563.1,GTPase-activating protein GYP5,YALI0F18106p,0.6353467561521253
3862,NP_015076.1,YPL248C,XP_502161.1,YALI0_C22990g,NP_015076.1,XP_502161.1,galactose-responsive transcription factor GAL4,YALI0C22990p,0.2565266742338252
3863,NP_015077.1,YPL247C,XP_506114.1,YALI0_F31933g,NP_015077.1,XP_506114.1,uncharacterized protein YPL247C,YALI0F31933p,0.6003824091778203
3864,NP_015078.1,YPL246C,XP_501156.1,YALI0_B20878g,NP_015078.1,XP_501156.1,putative rhomboid protease RBD2,YALI0B20878p,0.8740458015267175
3865,NP_015080.1,YPL244C,XP_504287.1,YALI0_E22957g,NP_015080.1,XP_504287.1,UDP-galactose transporter HUT1,YALI0E22957p,0.9970501474926252
3866,NP_015081.1,YPL243W,XP_501994.1,YALI0_C18997g,NP_015081.1,XP_501994.1,signal recognition particle subunit SRP68,YALI0C18997p,1.0400667779632722
3867,NP_015082.1,YPL242C,XP_500497.2,YALI0_B04488g,NP_015082.1,XP_500497.2,Iqg1p,YALI0B04488p,0.6782608695652174
3868,NP_015084.1,YPL240C,XP_501578.1,YALI0_C07953g,NP_015084.1,XP_501578.1,Hsp90 family chaperone HSP82,YALI0C07953p,0.997179125528914
3869,NP_015085.1,YPL239W,XP_501157.1,YALI0_B20900g,NP_015085.1,XP_501157.1,Yar1p,YALI0B20900p,0.75
3870,NP_015087.1,YPL237W,XP_504649.1,YALI0_E31691g,NP_015087.1,XP_504649.1,translation initiation factor eIF2 subunit beta,YALI0E31691p,0.6842105263157895
3871,NP_015088.1,YPL236C,XP_500508.1,YALI0_B04840g,NP_015088.1,XP_500508.1,putative serine/threonine protein kinase ENV7,YALI0B04840p,0.9862637362637364
3872,NP_015089.1,YPL235W,XP_504636.2,YALI0_E31449g,NP_015089.1,XP_504636.2,RuvB family ATP-dependent DNA helicase reptin,YALI0E31449p,1.0
3873,NP_015090.1,YPL234C,XP_504637.2,YALI0_E31471g,NP_015090.1,XP_504637.2,H(+)-transporting V0 sector ATPase subunit c\\',YALI0E31471p,0.9573170731707316
3874,NP_015091.1,YPL233W,XP_500496.1,YALI0_B04466g,NP_015091.1,XP_500496.1,MIND complex subunit NSL1,YALI0B04466p,0.6157407407407407
3875,NP_015092.1,YPL232W,XP_504300.1,YALI0_E23243g,NP_015092.1,XP_504300.1,syntaxin,YALI0E23243p,0.8655172413793103
3876,NP_015093.1,YPL231W,XP_501096.1,YALI0_B19382g,NP_015093.1,XP_501096.1,trifunctional fatty acid synthase subunit FAS2,YALI0B19382p,1.0021197668256492
3877,NP_015096.1,YPL228W,XP_505138.1,YALI0_F07865g,NP_015096.1,XP_505138.1,polynucleotide 5\\'-phosphatase,YALI0F07865p,0.6156648451730419
3878,NP_015097.1,YPL227C,XP_502468.1,YALI0_D06017g,NP_015097.1,XP_502468.1,dolichyl-phosphate beta-glucosyltransferase,YALI0D06017p,0.9730538922155688
3879,NP_015098.1,YPL226W,XP_500490.1,YALI0_B04334g,NP_015098.1,XP_500490.1,New1p,YALI0B04334p,0.9155518394648828
3880,NP_015099.1,YPL225W,XP_500480.1,YALI0_B04114g,NP_015099.1,XP_500480.1,uncharacterized protein YPL225W,YALI0B04114p,0.9726027397260274
3881,NP_015100.2,YPL224C,XP_501754.1,YALI0_C12254g,NP_015100.2,XP_501754.1,Mmt2p,YALI0C12254p,0.8636363636363636
3882,NP_015102.1,YPL222W,XP_505447.1,YALI0_F15191g,NP_015102.1,XP_505447.1,Fmp40p,YALI0F15191p,0.9622093023255814
3883,NP_015103.1,YPL221W,XP_504214.1,YALI0_E21043g,NP_015103.1,XP_504214.1,flavin adenine dinucleotide transporter,YALI0E21043p,0.9596469104665826
3884,NP_015104.1,YPL220W,XP_504660.1,YALI0_E31911g,NP_015104.1,XP_504660.1,ribosomal 60S subunit protein L1A,60S ribosomal protein L1,0.9953917050691244
3885,NP_015106.1,YPL218W,XP_502108.1,YALI0_C21824g,NP_015106.1,XP_502108.1,Arf family GTPase SAR1,YALI0C21824p,0.9894736842105264
3886,NP_015107.1,YPL217C,XP_502109.1,YALI0_C21846g,NP_015107.1,XP_502109.1,GTPase BMS1,YALI0C21846p,1.0101437024513948
3887,NP_015108.1,YPL216W,XP_502163.2,YALI0_C23056g,NP_015108.1,XP_502163.2,uncharacterized protein YPL216W,YALI0C23056p,0.2658802177858439
3888,NP_015109.1,YPL215W,XP_501967.1,YALI0_C18227g,NP_015109.1,XP_501967.1,Cbp3p,YALI0C18227p,0.7074626865671642
3889,NP_015110.1,YPL214C,XP_501873.1,YALI0_C15554g,NP_015110.1,XP_501873.1,bifunctional hydroxyethylthiazole kinase/thiamine-phosphate diphosphorylase,YALI0C15554p,0.9814814814814816
3890,NP_015111.1,YPL213W,XP_500185.1,YALI0_A18007g,NP_015111.1,XP_500185.1,U2 snRNP complex subunit LEA1,YALI0A18007p,0.4243697478991596
3891,NP_015112.1,YPL212C,XP_501773.1,YALI0_C12749g,NP_015112.1,XP_501773.1,pseudouridine synthase PUS1,YALI0C12749p,0.9319852941176472
3892,NP_015113.1,YPL211W,XP_504766.1,YALI0_E34287g,NP_015113.1,XP_504766.1,ribosome biosynthesis protein NIP7,ribosome biogenesis protein NIP7,1.0
3893,NP_015114.2,YPL210C,XP_504767.1,YALI0_E34309g,NP_015114.2,XP_504767.1,signal recognition particle subunit SRP72,YALI0E34309p,0.46875
3894,NP_015115.1,YPL209C,XP_504770.1,YALI0_E34375g,NP_015115.1,XP_504770.1,aurora kinase,YALI0E34375p,0.997275204359673
3895,NP_015116.1,YPL208W,XP_504771.1,YALI0_E34397g,NP_015116.1,XP_504771.1,protein-lysine N-methyltransferase,YALI0E34397p,0.5214408233276158
3896,NP_015117.1,YPL207W,XP_504653.1,YALI0_E31779g,NP_015117.1,XP_504653.1,putative tRNA 4-demethylwyosine synthase,YALI0E31779p,0.8123456790123457
3897,NP_015118.1,YPL206C,XP_505153.1,YALI0_F08217g,NP_015118.1,XP_505153.1,phosphatidylglycerol phospholipase,YALI0F08217p,0.7570093457943925
3898,NP_015120.1,YPL204W,XP_505155.1,YALI0_F08305g,NP_015120.1,XP_505155.1,serine/threonine protein kinase HRR25,YALI0F08305p,0.6032388663967612
3899,NP_015121.1,YPL203W,XP_501593.1,YALI0_C08305g,NP_015121.1,XP_501593.1,cAMP-dependent protein kinase catalytic subunit TPK2,YALI0C08305p,0.8657894736842106
3900,NP_015125.1,YPL199C,XP_503427.2,YALI0_E01694g,NP_015125.1,XP_503427.2,uncharacterized protein YPL199C,YALI0E01694p,0.65
3901,NP_015126.1,YPL198W,XP_503909.1,YALI0_E13618g,NP_015126.1,XP_503909.1,ribosomal 60S subunit protein L7B,60S ribosomal protein L7,0.9959016393442623
3902,NP_015128.1,YPL196W,XP_504569.1,YALI0_E29865g,NP_015128.1,XP_504569.1,Oxr1p,YALI0E29865p,0.7619047619047619
3903,NP_015129.1,YPL195W,XP_504808.1,YALI0_F00198g,NP_015129.1,XP_504808.1,Apl5p,YALI0F00198p,0.7092274678111588
3904,NP_015133.1,YPL191C,XP_503923.1,YALI0_E13970g,NP_015133.1,XP_503923.1,ubiquitinyl hydrolase 1,YALI0E13970p,0.8722222222222222
3905,NP_015134.1,YPL190C,XP_505798.1,YALI0_F23683g,NP_015134.1,XP_505798.1,Nab3p,YALI0F23683p,0.4214463840399002
3906,NP_015135.1,YPL189W,XP_504584.1,YALI0_E30283g,NP_015135.1,XP_504584.1,putative O-acyltransferase,YALI0E30283p,0.9835796387520526
3907,NP_015136.1,YPL188W,XP_504085.1,YALI0_E17963g,NP_015136.1,XP_504085.1,NADH kinase,YALI0E17963p,0.9057971014492754
3908,NP_015137.1,YPL187W,XP_504590.1,YALI0_E30415g,NP_015137.1,XP_504590.1,Mf(Alpha)1p,YALI0E30415p,0.6848484848484848
3909,NP_015140.1,YPL184C,XP_501867.1,YALI0_C15400g,NP_015140.1,XP_501867.1,Mrn1p,YALI0C15400p,0.6699346405228758
3910,NP_015142.1,YPL183C,XP_503173.1,YALI0_D23001g,NP_015142.1,XP_503173.1,Rtt10p,YALI0D23001p,0.9861796643632774
3911,NP_015146.1,YPL179W,XP_504545.1,YALI0_E29307g,NP_015146.1,XP_504545.1,protein-serine/threonine phosphatase,YALI0E29307p,0.5428051001821493
3912,NP_015147.1,YPL178W,XP_504544.2,YALI0_E29293g,NP_015147.1,XP_504544.2,nuclear cap-binding protein subunit CBC2,YALI0E29293p,0.7163461538461539
3913,NP_015149.1,YPL176C,XP_500285.1,YALI0_A20416g,NP_015149.1,XP_500285.1,Tre1p,YALI0A20416p,0.9565772669220944
3914,NP_015150.2,YPL175W,XP_500288.1,YALI0_A20482g,NP_015150.2,XP_500288.1,phosphatidylinositol N-acetylglucosaminyltransferase SPT14,YALI0A20482p,0.9712389380530974
3915,NP_015151.1,YPL174C,XP_500289.1,YALI0_A20504g,NP_015151.1,XP_500289.1,Nip100p,YALI0A20504p,0.4262672811059907
3916,NP_015152.1,YPL173W,XP_500291.1,YALI0_A20526g,NP_015152.1,XP_500291.1,mitochondrial 54S ribosomal protein YmL40,YALI0A20526p,0.6835016835016835
3917,NP_015153.1,YPL172C,XP_505800.1,YALI0_F23727g,NP_015153.1,XP_505800.1,protoheme IX farnesyltransferase,YALI0F23727p,0.7012987012987013
3918,NP_015154.1,YPL171C,XP_502892.1,YALI0_D16247g,NP_015154.1,XP_502892.1,NADPH dehydrogenase,YALI0D16247p,0.95
3919,NP_015155.1,YPL170W,XP_500284.1,YALI0_A20394g,NP_015155.1,XP_500284.1,Dap1p,YALI0A20394p,0.756578947368421
3920,NP_015156.1,YPL169C,XP_500185.1,YALI0_A18007g,NP_015156.1,XP_500185.1,Mex67p,YALI0A18007p,0.9716193656093488
3921,NP_015158.1,YPL167C,XP_502101.1,YALI0_C21648g,NP_015158.1,XP_502101.1,DNA-directed DNA polymerase,YALI0C21648p,0.6436170212765957
3922,NP_015161.1,YPL164C,XP_501549.1,YALI0_C07260g,NP_015161.1,XP_501549.1,mismatch repair protein MLH3,YALI0C07260p,0.3468531468531468
3923,NP_015163.1,YPL162C,XP_502481.1,YALI0_D06347g,NP_015163.1,XP_502481.1,uncharacterized protein YPL162C,YALI0D06347p,0.9230769230769232
3924,NP_015165.1,YPL160W,XP_504360.1,YALI0_E24607g,NP_015165.1,XP_504360.1,leucine--tRNA ligase CDC60,YALI0E24607p,1.001834862385321
3925,NP_015168.1,YPL157W,XP_500507.2,YALI0_B04774g,NP_015168.1,XP_500507.2,RNA methyltransferase,YALI0B04774p,0.5841269841269842
3926,NP_015170.1,YPL155C,XP_499969.1,YALI0_A11099g,NP_015170.1,XP_499969.1,Kip2p,YALI0A11099p,0.4801699716713881
3927,NP_015171.1,YPL154C,XP_505932.1,YALI0_F27071g,NP_015171.1,XP_505932.1,proteinase A,YALI0F27071p,0.94320987654321
3928,NP_015172.1,YPL153C,XP_505933.1,YALI0_F27093g,NP_015172.1,XP_505933.1,serine/threonine/tyrosine protein kinase RAD53,YALI0F27093p,0.5018270401948843
3929,NP_015173.1,YPL152W,XP_503550.1,YALI0_E04642g,NP_015173.1,XP_503550.1,peptidylprolyl isomerase RRD2,YALI0E04642p,1.0391061452513966
3930,NP_015174.1,YPL151C,XP_503553.2,YALI0_E04697g,NP_015174.1,XP_503553.2,mRNA splicing protein PRP46,YALI0E04697p,0.7627494456762749
3931,NP_015175.1,YPL150W,XP_504358.1,YALI0_E24563g,NP_015175.1,XP_504358.1,non-specific serine/threonine protein kinase,YALI0E24563p,0.390677025527192
3932,NP_015176.1,YPL149W,XP_504356.2,YALI0_E24519g,NP_015176.1,XP_504356.2,Atg5p,YALI0E24519p,0.5680272108843537
3933,NP_015178.1,YPL147W,XP_499814.1,YALI0_A06655g,NP_015178.1,XP_499814.1,ATP-binding cassette long-chain fatty acid transporter PXA1,YALI0A06655p,0.9160919540229884
3934,NP_015179.1,YPL146C,XP_499776.1,YALI0_A05181g,NP_015179.1,XP_499776.1,Nop53p,YALI0A05181p,1.0725274725274725
3935,NP_015180.1,YPL145C,XP_501734.1,YALI0_C11693g,NP_015180.1,XP_501734.1,oxysterol-binding protein KES1,YALI0C11693p,0.8341013824884793
3936,NP_015182.1,YPL143W,XP_506094.2,YALI0_F31405g,NP_015182.1,XP_506094.2,ribosomal 60S subunit protein L33A,60S ribosomal protein L33,1.0
3937,NP_015184.1,YPL141C,XP_502105.1,YALI0_C21758g,NP_015184.1,XP_502105.1,protein kinase FRK1,YALI0C21758p,0.3757225433526011
3938,NP_015185.1,YPL140C,XP_500830.1,YALI0_B13178g,NP_015185.1,XP_500830.1,putative mitogen-activated protein kinase kinase MKK2,YALI0B13178p,0.616600790513834
3939,NP_015186.1,YPL139C,XP_503308.1,YALI0_D26279g,NP_015186.1,XP_503308.1,Ume1p,YALI0D26279p,0.991304347826087
3940,NP_015187.1,YPL138C,XP_503285.1,YALI0_D25696g,NP_015187.1,XP_503285.1,Spp1p,YALI0D25696p,1.0028328611898016
3941,NP_015188.1,YPL137C,XP_499858.1,YALI0_A07997g,NP_015188.1,XP_499858.1,protein phosphatase regulator GIP3,YALI0A07997p,0.658307210031348
3942,NP_015190.1,YPL135W,XP_500512.1,YALI0_B04928g,NP_015190.1,XP_500512.1,iron-binding protein ISU1,YALI0B04928p,0.9515151515151516
3943,NP_015191.1,YPL134C,XP_502333.1,YALI0_D02629g,NP_015191.1,XP_502333.1,mitochondrial 2-oxodicarboxylate carrier,YALI0D02629p,0.9935483870967742
3944,NP_015192.1,YPL133C,XP_503763.1,YALI0_E10087g,NP_015192.1,XP_503763.1,Rds2p,YALI0E10087p,1.0560538116591929
3945,NP_015193.1,YPL132W,XP_503762.1,YALI0_E10065g,NP_015193.1,XP_503762.1,Cox11p,YALI0E10065p,0.79
3946,NP_015194.1,YPL131W,XP_504264.1,YALI0_E22352g,NP_015194.1,XP_504264.1,ribosomal 60S subunit protein L5,60S ribosomal protein L5,1.0
3947,NP_015196.1,YPL129W,XP_501041.1,YALI0_B18062g,NP_015196.1,XP_501041.1,TATA-binding protein-associated factor TAF14,YALI0B18062p,0.9877049180327868
3948,NP_015197.1,YPL128C,XP_501039.1,YALI0_B18018g,NP_015197.1,XP_501039.1,Tbf1p,YALI0B18018p,0.50355871886121
3949,NP_015198.1,YPL127C,XP_500967.2,YALI0_B16280g,NP_015198.1,XP_500967.2,histone H1,YALI0B16280p,0.2868217054263566
3950,NP_015199.1,YPL126W,XP_500509.1,YALI0_B04862g,NP_015199.1,XP_500509.1,Nan1p,YALI0B04862p,0.5736607142857143
3951,NP_015200.1,YPL125W,XP_500337.1,YALI0_B00198g,NP_015200.1,XP_500337.1,Kap120p,YALI0B00198p,0.9815891472868216
3952,NP_015202.1,YPL123C,XP_505885.1,YALI0_F25839g,NP_015202.1,XP_505885.1,ribonuclease T2,YALI0F25839p,0.6152073732718893
3953,NP_015203.1,YPL122C,XP_506038.1,YALI0_F30173g,NP_015203.1,XP_506038.1,TFIIH/NER complex subunit TFB2,YALI0F30173p,0.9980506822612084
3954,NP_015205.1,YPL120W,XP_502723.1,YALI0_D11968g,NP_015205.1,XP_502723.1,beclin 1,YALI0D11968p,0.9551166965888688
3955,NP_015206.1,YPL119C,XP_502093.1,YALI0_C21472g,NP_015206.1,XP_502093.1,putative DEAD-box ATP-dependent RNA helicase DBP1,YALI0C21472p,0.9627228525121556
3956,NP_015207.1,YPL118W,XP_500909.1,YALI0_B14993g,NP_015207.1,XP_500909.1,mitochondrial 37S ribosomal protein MRP51,YALI0B14993p,0.6773255813953488
3957,NP_015208.1,YPL117C,XP_504974.1,YALI0_F04015g,NP_015208.1,XP_504974.1,isopentenyl-diphosphate delta-isomerase IDI1,YALI0F04015p,0.9548611111111112
3958,NP_015209.1,YPL116W,XP_500305.1,YALI0_A20834g,NP_015209.1,XP_500305.1,histone deacetylase,YALI0A20834p,0.6714490674318508
3959,NP_015212.1,YPL113C,XP_503267.1,YALI0_D25256g,NP_015212.1,XP_503267.1,glyoxylate reductase,YALI0D25256p,0.2904040404040404
